担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
森,22021018,やると決めたら楽しむ決めたならばそれを全力で楽しむこと、またそのために決定が重要になってくる,傾聴相手の立場に立ち、相手の話に共感しながら話を聞くことで相手との信頼を強める,来た涙には乗る声をかけていただいているのならばその話には乗るようにする,全てに真剣勝負一つ一つの仕事に対して真剣に取り組むことを心がけている,人の役に立っていることを実感弁護士はダイレクトに人の役に立っていることを実感することができる, , , ,Pattern35,全力ことため決定傾聴相手立場相手話共感話こと相手信頼涙声話全て真剣勝負一一仕事真剣こと役こと実感弁護人役こと実感こと,0.61,"対象:24023474 時期:今学期全てのキーワード:やると決めたら楽しむという言葉は、何事にも全力で取り組むことの意義を教えてくれる言葉だと思います。,来た波には乗るように心がけることは、チャンスを掴み取るうえで重要なのだと思いました。,バイトでも何でも、学生のうちに色々な経験をしておくことで、将来必ず役に立つ。,弁護士という仕事は第三者的な視点から物事を見ることが大切。,成功体験があったからこそ続けることができたという部分で自信を得るための成功への努力は大切だと感じた。", ,1,楽しむ, 
森,22021028,やりきる力,他人の利益の為に行動する,やると決めたら楽しむ,傾聴する,物事を前向きに捉える, , , ,,,, , ,1,楽しむ, 
森,22021064,やると決めたら楽しみ全力でやりきること,第3者の視点を持って全体を俯瞰して人の役に立つように最善を尽くすこと,来た波に乗ってその人からの信頼や期待には実績で応えることで自信が生まれること,好奇心を持ち自分から現場に行って経験を積むことで得られる学びがあること,人との出会いが自分の助けになり成長に繋がること, , , ,Pattern1,楽しみ全力こと3視点全体俯瞰人役最善こと波人信頼期待実績こと自信こと好奇自分現場経験こと学びこと出会い自分助け成長こと,0.64,"対象:22020951 時期:今学期全てのキーワード:依頼者と同じ視点に立つのではなく俯瞰的に物事をみることが大切。,一回試験を受けて落ちることで自分の実力や試験の厳しさなどといった現実を知ることができる。,嫌と感じてしまった時点でやるか辞めるかの二択になるのでやると決めたら楽しむ。,自分には説得力がないと思って自身がないことはすぐに相手に伝わってしまう。,何かに誘われたとき自分のことを信用してくれているわけだから基本断らず真摯に前向きに取り組む。", ,0,, 
森,22021088,やると決めたら楽しむ,好奇心を持つ,足を運んで自ら体験し経験に繋げる,人の役に立っていることが実感できる仕事,波が来たら乗る, , , ,Pattern36,好奇足自ら体験経験役こと実感仕事,0.62,"対象:22021348 時期:今学期全てのキーワード:知らないほど怖いものはない,実際に職を体験する大切さ,やりたいことをきちんと持つことの大切さ,やると決めたら楽しんでやる,いろいろな現場に行って好奇心をもって自ら体験することの大切さ", ,1,楽しむ, 
森,22021101,やると決めたら楽しむ,第三者的に見る,自分で考えて行動する,来た波には乗る,好奇心を持つ, , , ,Pattern37,三自分行動波好奇,0.65,"対象:23021586 時期:今学期全てのキーワード:やると決めたら楽しむ,自分で考えて行動する,楽しむというのは自分で決める,支え合い,好奇心", ,1,楽しむ, 
森,22021116,やると決めたら楽しむ,自分で考えて自分で行動する,傾聴,来た波には乗る,好奇心を持って、いろいろなことを経験する, , , ,Pattern38,自分自分行動傾聴波好奇こと経験,0.76,"対象:23021445 時期:今学期全てのキーワード:やると決めたら楽しむ,過去の経験が役に立つ,自分で考え行動する,来た波には乗る,真剣勝負", ,1,楽しむ, 
森,22021151,迷ったときに軸が必要になる,友人関係を大切にする,やりたいことのために大学時代に勉強しておく,遊べるうちに遊んでおく,:先輩や同期とのつながりをいかす, , , ,,,, , ,0,, 
森,22021159,やると決めたら楽しむ,全体を俯瞰して物事に取り組む,自身の存在の小ささを感じること,やってきた波に乗る,好奇心を持って様々なことを体験する, , , ,Pattern39,全体俯瞰物事自身存在こと波好奇こと体験,0.6,"対象:24023117 時期:今学期全てのキーワード:やると決めたら楽しむ,熱中することは大切だが俯瞰して物事を見ることも大切,来た波に乗る,人との出会いが自分を助けてくれる,好奇心を持って色んな現場に足を運んで経験することが大切", ,1,楽しむ, 
森,22021162,弁護士の仕事はやることが多いが、やると決めたら楽しむ。,知識しかない状態で事例を与えられる。自分で考えて動かざるを得なくまたそれが身につく。,決断が連続していく中で、決断がにぶるということは情報が十分ではない。,弁護士とは第三者。第三者から物事や事例を見る視点もある。,弁護士の仕事は新しい物事が出てくるたびに勉強が必要で、前向きに捉えられる人が向いている。, , , ,Pattern40,弁護仕事こと知識状態事例自分身決断連続中決断こと情報弁護三三物事事例視点弁護仕事物事たび勉強必要人,0.61,"対象:23022162 時期:今学期全てのキーワード:専門分野というものは自分が好きなものを宣言することだ,やると決めたら楽しむ,司法試験に必要な知識と実務は大きく差がある,弁護士の仕事は依頼者と同じ立場ではなく、第三者的に全力を尽くすこと,弁護士だけでなく、他の仕事でもなんでも熱中するのではなく、俯瞰して考えることが大切", ,1,楽しむ, 
森,22021171,やるからには楽しむ,弁護士は客観的に状況を判断し、クライアントの将来のために動くことが大事,法律は判断の連続,自分で考える環境に初期から置いてもらえてたことは人生に置いて良い経験になる,聞かれる前に伝えることで信頼関係を築く, , , ,Pattern41,弁護客観状況判断クライアント将来ためこと法律判断連続自分環境初期こと人生経験前こと信頼関係,0.64,"対象:23022591 時期:今学期全てのキーワード:新人の頃から自分で考えて自分で行動する経験ができたことが大きい,弁護士は第三者からの目線が大事,きた波には乗って全力を尽くす,依頼は信頼してもらうことが一番大事,依頼者が決断できないのは不安要素が残っているためなので、細部まで説明して安心させる", ,1,楽しむ, 
